Date,Coin,Price_USD,Volume_24h,Market_Cap,Sentiment_Score,Social_Mentions,Volatility_Index
2024-01-02,Ethereum,2424.6695,6726647636.77,608114597067.46,-0.33,44292,0.0795
2024-01-03,Ethereum,2239.7762,10651273282.27,1088467253013.13,-0.59,14411,0.0252
2024-01-04,Ethereum,2319.9825,5057059028.45,485843331158.56,0.12,10180,0.084
2024-01-05,Ethereum,2294.7506,6659032268.17,596321243736.51,0.09,48993,0.0792
2024-01-06,Ethereum,2303.3662,9277292651.55,1135891342904.04,0.09,11073,0.0637
2024-01-07,Ethereum,2289.323,8599806134.49,720193909303.37,-0.25,38251,0.0403
2024-01-08,Ethereum,2167.4826,9655190192.83,652525056920.41,-0.6,31960,0.0336
2024-01-09,Ethereum,2201.2303,10978056446.8,447094951845.67,-0.41,6901,0.021
2024-01-10,Ethereum,2223.371,6019628828.62,846093675812.25,-0.25,39897,0.0559
2024-01-11,Ethereum,2187.7269,3160398049.14,231350332455.28,0.34,44183,0.0627
2024-01-12,Ethereum,2231.1407,2502589149.51,267301928504.77,-0.08,5482,0.0423
2024-01-13,Ethereum,2110.7484,8247765457.14,717112910712.77,-0.16,43454,0.0528
2024-01-14,Ethereum,2090.1473,9397416376.07,494674795443.55,0.22,26428,0.0427
2024-01-15,Ethereum,2094.4218,3943482837.71,1008100824963.26,0.66,8400,0.0677
2024-01-16,Ethereum,1951.1694,3187805291.14,900028167811.8,0.31,40574,0.0911
2024-01-17,Ethereum,1948.6644,2433531777.21,751176027566.32,0.46,44284,0.0248
2024-01-18,Ethereum,2007.7982,8615083902.08,857848302149.01,-0.3,8396,0.0443
2024-01-19,Ethereum,1985.4529,4458389646.67,728527679729.44,0.19,8338,0.0227
2024-01-20,Ethereum,1984.729,5173766970.88,298171481166.35,0.52,43718,0.0662
2024-01-21,Ethereum,2031.3578,6116419838.58,825172770800.32,-0.36,13500,0.0756
2024-01-22,Ethereum,2001.8787,8723812936.26,368499401700.74,0.14,12545,0.0939
2024-01-23,Ethereum,1980.0344,7134723129.97,454174635667.49,0.56,6241,0.0351
2024-01-24,Ethereum,1888.8179,6535798274.89,807835493176.72,-0.11,24778,0.0955
2024-01-25,Ethereum,1889.5782,3217362910.21,594480662613.0,-0.49,23821,0.0157
2024-01-26,Ethereum,1866.1589,5696934431.98,828530296428.0,-0.55,5695,0.0643
2024-01-27,Ethereum,1905.2803,7357285706.5,352884827821.15,0.15,12530,0.0151
2024-01-28,Ethereum,1950.1275,9542058938.96,669110942015.78,-0.18,48080,0.0904
2024-01-29,Ethereum,2013.796,3636160892.91,268874771135.25,0.53,15318,0.0577
2024-01-30,Ethereum,1974.8685,2050255966.14,705471208757.82,0.32,23331,0.0702
2024-01-31,Ethereum,1804.9049,2348552617.18,731011061986.47,-0.7,27355,0.0848
2024-02-01,Ethereum,1860.2534,4656976660.76,621273207811.79,0.81,12324,0.0235
2024-02-02,Ethereum,1894.1934,8111274445.95,391136922230.91,0.17,29149,0.0135
2024-02-03,Ethereum,1847.953,1900745917.14,207963210640.04,-0.44,4218,0.0891
2024-02-04,Ethereum,1890.8211,5345204413.71,279424695221.29,0.61,21141,0.0383
2024-02-05,Ethereum,1783.1509,4131422456.5,622179149576.16,0.24,37784,0.0216
2024-02-06,Ethereum,1858.417,2248548656.53,880458685080.18,0.54,3837,0.0522
2024-02-07,Ethereum,1835.4749,5141064553.06,335182978400.77,0.55,40802,0.0638
2024-02-08,Ethereum,1776.4514,3586646101.6,699940415163.11,0.3,41077,0.0128
2024-02-09,Ethereum,1734.0509,4174795764.63,774393190239.5,0.53,15379,0.0347
2024-02-10,Ethereum,1719.7287,6573596205.94,530283278019.8,0.02,5239,0.013
2024-02-11,Ethereum,1720.6221,5310190738.22,632683622578.49,0.47,45896,0.0478
2024-02-12,Ethereum,1725.6656,2586064751.73,735144126817.45,0.81,21812,0.0906
2024-02-13,Ethereum,1697.7369,8226652830.82,346796830636.2,0.36,30669,0.0984
2024-02-14,Ethereum,1713.0328,6070376924.82,374740099100.35,-0.31,49624,0.0673
2024-02-15,Ethereum,1715.3132,6970129979.79,171961872549.96,0.18,10611,0.0245
2024-02-16,Ethereum,1672.5969,2202563535.57,811606977989.21,0.14,5150,0.0915
2024-02-17,Ethereum,1620.8674,1925968996.61,756974192491.62,-0.43,12109,0.0565
2024-02-18,Ethereum,1661.9315,1791216791.87,674457175720.17,0.88,35214,0.0238
2024-02-19,Ethereum,1698.4492,2981077413.4,223567558200.77,-0.16,27016,0.093
2024-02-20,Ethereum,1704.0293,4528685638.88,475426158144.38,-0.25,12936,0.0782
2024-02-21,Ethereum,1768.7276,8389613770.58,248960266746.74,0.88,12036,0.0759
2024-02-22,Ethereum,1631.7342,4614933647.45,173564475479.06,-0.28,40236,0.0738
2024-02-23,Ethereum,1596.5282,3450130110.8,553154222888.3,-0.53,15021,0.028
2024-02-24,Ethereum,1524.281,4950470059.46,738257730574.15,0.05,37943,0.029
2024-02-25,Ethereum,1663.373,2408128885.89,767059838037.97,0.74,49158,0.0719
2024-02-26,Ethereum,1712.4904,5887582497.73,648523429145.29,-0.27,38848,0.0298
2024-02-27,Ethereum,1708.7872,5594104250.21,236933999816.44,0.75,16471,0.0495
2024-02-28,Ethereum,1764.1513,7352933375.17,369881863227.67,0.37,48661,0.0804
2024-02-29,Ethereum,1844.6866,9125204247.7,420630401464.4,0.46,24244,0.0806
2024-03-01,Ethereum,1928.113,3862962693.2,781387136011.58,0.4,49777,0.0508
2024-03-02,Ethereum,2001.1271,6080676428.36,842273737578.15,0.48,39985,0.0813
2024-03-03,Ethereum,1982.1132,9188009492.75,503540881893.04,-0.2,39440,0.0855
2024-03-04,Ethereum,1944.3448,8051064084.17,519438698008.3,-0.22,2502,0.0689
2024-03-05,Ethereum,1871.456,5520093799.31,220464283355.4,-0.02,35178,0.0306
2024-03-06,Ethereum,1910.9398,9137132916.59,412103119393.55,0.65,4770,0.0347
2024-03-07,Ethereum,1900.702,2335861650.81,533173669101.81,-0.46,43865,0.0383
2024-03-08,Ethereum,1870.7872,8837588406.86,274618874409.55,0.21,5001,0.0205
2024-03-09,Ethereum,1837.4377,2208654444.89,516884057602.95,0.46,21946,0.0346
2024-03-10,Ethereum,1945.8607,6205775805.6,858650574396.72,-0.0,1598,0.0289
2024-03-11,Ethereum,2021.9579,9223694221.87,672358432902.17,-0.28,31316,0.051
2024-03-12,Ethereum,2172.019,4454558531.52,285776758377.79,0.28,26567,0.0918
2024-03-13,Ethereum,2220.1524,6414006839.81,392231048463.63,0.38,27508,0.0194
2024-03-14,Ethereum,2227.4304,5117110453.19,645548848870.36,-0.3,44744,0.0748
2024-03-15,Ethereum,2227.3946,10710595271.61,544809259731.49,0.05,40159,0.0719
2024-03-16,Ethereum,2138.7174,9184898005.02,520758024319.86,0.02,31276,0.0186
2024-03-17,Ethereum,2032.9434,7798383001.23,633682632325.17,0.03,24671,0.093
2024-03-18,Ethereum,2076.2321,6956432220.68,692959845670.83,-0.04,17450,0.0612
2024-03-19,Ethereum,2000.684,8567663260.27,837775658629.27,-0.16,15908,0.0427
2024-03-20,Ethereum,2019.607,5188508165.25,477408093779.84,0.56,45358,0.0781
2024-03-21,Ethereum,2111.7388,5892189342.48,891547651799.19,0.95,36518,0.0332
2024-03-22,Ethereum,2057.64,8065962842.36,484459996394.69,0.49,32212,0.0724
2024-03-23,Ethereum,2225.1715,5409434321.02,271856313259.44,0.64,43684,0.0136
2024-03-24,Ethereum,2139.218,2686010197.74,688133083449.69,-0.16,7806,0.0855
2024-03-25,Ethereum,2226.0869,2887988133.96,746097365319.07,0.14,40197,0.0503
2024-03-26,Ethereum,2266.1348,3311845410.29,1073731141142.25,-0.25,41891,0.0673
2024-03-27,Ethereum,2376.6401,10644318350.06,927898614292.02,-0.12,19015,0.0299
2024-03-28,Ethereum,2272.9048,6566207602.09,1061694420872.91,0.18,40220,0.0709
2024-03-29,Ethereum,2484.9232,9570755136.42,1151361564521.38,0.3,18158,0.0795
2024-03-30,Ethereum,2469.6385,6351014527.64,844195641378.39,-0.2,16456,0.0526
2024-03-31,Ethereum,2538.9511,5166368971.88,789879954868.82,0.94,28588,0.0656
2024-04-01,Ethereum,2688.1894,6421462675.41,868221707328.21,0.04,23491,0.0511
2024-04-02,Ethereum,2625.8598,10967505636.95,1290169779029.63,-0.42,25188,0.0905
2024-04-03,Ethereum,2715.2153,9505600823.98,1111248224932.75,-0.2,28079,0.0548
2024-04-04,Ethereum,2634.1423,12513648534.38,375382030190.37,0.1,5019,0.0858
2024-04-05,Ethereum,2783.9682,10353074242.24,1145244801745.65,0.6,13419,0.0821
2024-04-06,Ethereum,2702.0994,8864849283.51,454534249138.08,-0.17,34697,0.0469
2024-04-07,Ethereum,2708.9635,9320958429.22,755638878810.61,0.21,20396,0.0307
2024-04-08,Ethereum,2744.8433,13091490906.32,505555853779.43,0.59,40032,0.0465
2024-04-09,Ethereum,2833.6993,11767797058.98,1064998356018.78,0.73,30892,0.0844
2024-04-10,Ethereum,3059.6558,3353887460.71,1379671915397.17,1.0,8973,0.0305
2024-04-11,Ethereum,3007.4007,9432889046.32,650033882310.12,0.49,43465,0.0572
2024-04-12,Ethereum,3147.3934,11813280337.52,417987360711.01,0.47,22113,0.0825
2024-04-13,Ethereum,3398.5879,13576658202.04,745640799451.42,0.13,12136,0.0418
2024-04-14,Ethereum,3424.5168,6344151965.23,1263457489532.74,-0.33,20203,0.0678
2024-04-15,Ethereum,3352.5838,14981722852.28,776136733744.63,-0.53,32285,0.0321
2024-04-16,Ethereum,3123.9331,15067893143.37,659914826157.7,0.03,24039,0.0198
2024-04-17,Ethereum,3362.3861,6546099120.18,584295538831.06,0.93,2184,0.0815
2024-04-18,Ethereum,3332.8718,15099448653.28,996550579471.79,0.12,23727,0.0189
2024-04-19,Ethereum,3202.7087,4445087646.77,673784361302.31,-0.62,17911,0.0344
2024-04-20,Ethereum,3031.898,3707487796.63,1189729331544.34,-0.07,1916,0.087
2024-04-21,Ethereum,2913.2642,4419116463.03,380614938578.62,0.52,4574,0.0412
2024-04-22,Ethereum,3023.3512,3721637485.85,1105377158362.82,0.47,37087,0.0976
2024-04-23,Ethereum,3154.3069,13816018651.34,615165568598.03,0.77,18790,0.0982
2024-04-24,Ethereum,3239.7409,4004969590.87,958029307788.19,0.68,18625,0.0341
2024-04-25,Ethereum,3260.1303,6802772877.15,699089192181.83,0.74,6206,0.0137
2024-04-26,Ethereum,3100.968,4387948435.6,1206609822862.22,0.26,20517,0.0735
2024-04-27,Ethereum,3013.528,6574578419.5,1440836517098.76,0.33,38696,0.0506
2024-04-28,Ethereum,2883.1484,3927533979.42,1345942234480.37,-0.41,17105,0.0191
2024-04-29,Ethereum,2952.0927,10840122777.83,984140578054.34,-0.3,36656,0.0737
2024-04-30,Ethereum,2829.4849,4338469772.47,806528040414.05,-0.03,3690,0.0128
2024-05-01,Ethereum,2751.4765,12126812478.67,1175761478536.53,-0.48,37859,0.0883
2024-05-02,Ethereum,2734.0335,11670944318.17,1020698215328.07,0.72,47728,0.0225
2024-05-03,Ethereum,2554.1559,2693732248.49,442956144411.92,-0.45,1690,0.0215
2024-05-04,Ethereum,2561.4886,11739059832.0,1097258927781.82,0.62,26103,0.0258
2024-05-05,Ethereum,2553.0712,2848658826.18,693296078005.85,-0.01,35263,0.0964
2024-05-06,Ethereum,2676.5591,5242263527.67,469988425333.75,0.16,12085,0.0724
2024-05-07,Ethereum,2591.4589,2927199396.05,551252394182.51,0.56,26825,0.0821
2024-05-08,Ethereum,2459.3779,5763242106.58,509117816960.98,-0.28,11720,0.0458
2024-05-09,Ethereum,2425.0391,7409624827.56,746142801745.99,-0.06,39641,0.0403
2024-05-10,Ethereum,2320.9476,9716831523.68,449679036849.92,-0.58,38271,0.0311
2024-05-11,Ethereum,2326.9036,5472705458.2,347701276165.76,0.38,12720,0.0533
2024-05-12,Ethereum,2156.1149,8240585131.07,322288164990.35,-0.49,47732,0.0597
2024-05-13,Ethereum,2106.0632,3685648233.64,701972950023.71,0.15,1897,0.0669
2024-05-14,Ethereum,2029.9609,8124703111.4,799609154318.05,0.09,18094,0.0331
2024-05-15,Ethereum,2078.0919,4039782406.52,475079242483.61,0.55,37463,0.0954
2024-05-16,Ethereum,2012.7929,3168496294.04,229177166134.12,0.31,36454,0.0253
2024-05-17,Ethereum,1875.0296,3265617936.82,282923132117.41,-0.17,24572,0.0969
2024-05-18,Ethereum,1861.7679,3217605034.28,867356372304.34,-0.11,39546,0.0113
2024-05-19,Ethereum,1887.4518,5759467673.88,561361128885.82,0.66,16150,0.0533
2024-05-20,Ethereum,1868.8638,8184110215.68,525952698250.77,-0.15,17799,0.04
2024-05-21,Ethereum,1825.0335,2406161217.16,210279758979.31,0.04,10663,0.0504
2024-05-22,Ethereum,1777.8336,6805236354.16,695941508832.98,-0.11,37948,0.0614
2024-05-23,Ethereum,1787.6435,6466596416.16,556363350570.01,0.64,38030,0.0492
2024-05-24,Ethereum,1725.8305,7749116627.1,312086025100.46,-0.11,28007,0.0473
2024-05-25,Ethereum,1704.8801,3369849333.65,245553032694.94,-0.06,36283,0.0759
2024-05-26,Ethereum,1757.7618,4922505513.13,445338001172.66,0.55,26671,0.0717
2024-05-27,Ethereum,1668.0229,7845228133.2,725364438030.94,0.03,26385,0.085
2024-05-28,Ethereum,1666.7775,6067026280.91,743579132423.61,-0.36,12236,0.0325
2024-05-29,Ethereum,1549.1703,3958244335.35,528481729239.57,-0.19,23024,0.0649
2024-05-30,Ethereum,1564.8436,2387402894.16,611876645966.74,0.51,47872,0.0627
2024-05-31,Ethereum,1505.1411,3085449001.37,219844393927.06,0.6,40384,0.0433
2024-06-01,Ethereum,1568.0314,5213487963.63,525683204013.8,0.53,18376,0.0537
2024-06-02,Ethereum,1476.9635,5719794750.26,541729937475.08,-0.31,38138,0.0382
2024-06-03,Ethereum,1504.5578,2253357500.87,271249411688.83,-0.11,19157,0.0228
2024-06-04,Ethereum,1579.5529,5367935138.0,714055657601.02,0.88,20945,0.0292
2024-06-05,Ethereum,1516.0113,4853366266.95,269848029470.29,0.36,37584,0.0195
2024-06-06,Ethereum,1465.2622,4477580155.21,330256830458.88,-0.36,24017,0.0715
2024-06-07,Ethereum,1411.3877,5307512800.6,491477288699.79,-0.42,2756,0.0695
2024-06-08,Ethereum,1385.3695,6026077824.44,492277219287.32,0.34,36141,0.0956
2024-06-09,Ethereum,1415.4276,3244101743.97,537514162011.31,0.02,3576,0.0757
2024-06-10,Ethereum,1384.7126,6308818045.34,200512869647.87,-0.21,26467,0.0147
2024-06-11,Ethereum,1324.0091,2174730554.21,582280362726.31,-0.52,37952,0.0896
2024-06-12,Ethereum,1218.4192,2061681577.57,381534382831.27,-0.56,32205,0.0876
2024-06-13,Ethereum,1297.7113,2682483861.53,374426987807.3,0.38,36165,0.0499
2024-06-14,Ethereum,1386.241,2049035334.71,682639189575.34,0.79,13674,0.0627
2024-06-15,Ethereum,1418.6922,2725700472.92,562016770019.1,0.05,44094,0.0978
2024-06-16,Ethereum,1374.1235,1959015048.11,202274284684.7,-0.23,44314,0.0579
2024-06-17,Ethereum,1416.595,6072956357.98,570343331004.71,0.02,23353,0.0915
2024-06-18,Ethereum,1471.7689,2289889875.56,203250658778.26,0.32,30849,0.0175
2024-06-19,Ethereum,1458.2729,5817327998.84,161851120553.15,-0.31,5535,0.0272
2024-06-20,Ethereum,1462.1442,1742372179.46,382278134170.27,0.14,48367,0.0497
2024-06-21,Ethereum,1535.6473,7362017986.98,763878981969.5,0.67,42936,0.0626
2024-06-22,Ethereum,1436.4161,5522503446.6,244124057219.06,-0.78,18118,0.0835
2024-06-23,Ethereum,1495.2186,1535867884.08,551821986493.73,-0.28,1632,0.0989
2024-06-24,Ethereum,1478.2237,5994826823.13,250349639618.57,-0.46,14280,0.045
2024-06-25,Ethereum,1413.9163,4321391645.34,551306891981.72,-0.02,15746,0.0143
2024-06-26,Ethereum,1357.0596,5587639413.89,410023969112.53,0.41,38036,0.0821
2024-06-27,Ethereum,1311.4774,4052448579.65,487854770698.09,-0.66,20285,0.0644
2024-06-28,Ethereum,1249.3097,4452664021.63,226311542205.93,0.48,19047,0.0279
2024-06-29,Ethereum,1339.0796,5550922132.88,533290218274.99,-0.0,49089,0.0545
2024-06-30,Ethereum,1366.729,3581420779.54,680969490800.31,0.7,11207,0.0768
2024-07-01,Ethereum,1426.2901,1441740566.02,522393311015.68,0.35,6591,0.0793
2024-07-02,Ethereum,1459.8004,6422809517.45,434132971490.73,0.47,28757,0.055
2024-07-03,Ethereum,1464.8354,3696602259.27,687402736477.02,0.18,17226,0.0375
2024-07-04,Ethereum,1470.6804,4388761807.83,156393242778.39,0.14,30732,0.0976
2024-07-05,Ethereum,1448.7666,1493774773.69,567872173459.86,0.51,28206,0.0697
2024-07-06,Ethereum,1431.9155,4250452315.9,652235531727.35,0.42,21256,0.0467
2024-07-07,Ethereum,1352.696,6690366485.62,168640391000.08,-0.15,34822,0.0352
2024-07-08,Ethereum,1412.584,2984889828.74,395559784693.04,-0.13,42340,0.0758
2024-07-09,Ethereum,1311.5428,3385974822.9,238553616088.06,-0.71,47347,0.0318
2024-07-10,Ethereum,1257.3178,4713382842.53,410649145509.08,0.34,44351,0.0255
2024-07-11,Ethereum,1359.7658,5791480155.14,489267108956.49,0.6,41775,0.0577
2024-07-12,Ethereum,1368.5321,3653387494.14,302513030260.0,0.16,49671,0.0361
2024-07-13,Ethereum,1379.6287,3088541054.98,391804449211.75,0.43,10784,0.0666
2024-07-14,Ethereum,1416.18,6728700572.75,299855997218.1,0.75,38029,0.0206
2024-07-15,Ethereum,1330.3404,4933673531.88,329600429685.13,0.01,36157,0.0689
2024-07-16,Ethereum,1257.5019,1856180013.57,205998914726.04,0.22,20937,0.0355
2024-07-17,Ethereum,1236.3812,1577265748.63,561593745387.68,0.41,47707,0.01
2024-07-18,Ethereum,1192.9417,3500328690.8,124070899749.34,-0.21,12219,0.0214
2024-07-19,Ethereum,1190.5579,2238677715.65,539279468720.55,-0.15,10399,0.094
2024-07-20,Ethereum,1214.8714,2449106675.45,399293671595.88,0.64,34312,0.0881
2024-07-21,Ethereum,1283.5925,5789988721.44,298644649732.73,0.27,28657,0.031
2024-07-22,Ethereum,1326.5203,1801764938.22,516312023579.62,0.84,21047,0.0801
2024-07-23,Ethereum,1275.0897,4923703434.6,386480791428.61,-0.6,36007,0.0648
2024-07-24,Ethereum,1257.2403,2620804162.18,376723836219.44,-0.49,11559,0.0974
2024-07-25,Ethereum,1225.9629,4954499722.01,176608433062.09,0.58,21157,0.0436
2024-07-26,Ethereum,1177.3382,4579428429.83,301170668848.23,0.14,36395,0.0713
2024-07-27,Ethereum,1119.923,1153036421.45,219981698286.65,-0.25,7618,0.0157
2024-07-28,Ethereum,1195.599,3630486073.63,127066300513.39,0.82,45891,0.0457
2024-07-29,Ethereum,1197.3035,1864534352.85,292189775170.28,0.38,7780,0.0967
2024-07-30,Ethereum,1187.762,5303248035.35,161451119787.99,0.15,28050,0.0585
2024-07-31,Ethereum,1211.957,5437255597.8,245702491611.43,-0.27,9015,0.0359
2024-08-01,Ethereum,1239.0441,3312439676.31,169757277307.67,0.67,4130,0.0208
2024-08-02,Ethereum,1295.7341,3599008328.93,181890812641.34,0.85,29083,0.0733
2024-08-03,Ethereum,1258.4863,2785196055.42,226029829762.69,-0.42,17480,0.068
2024-08-04,Ethereum,1280.0176,4949092411.21,639931626526.81,0.69,48599,0.0437
2024-08-05,Ethereum,1234.6449,3005922581.86,124543145967.46,0.46,36476,0.0956
2024-08-06,Ethereum,1226.4884,2540265936.98,435978686006.9,0.18,39165,0.012
2024-08-07,Ethereum,1230.4987,3357937706.54,192569943532.86,0.37,12528,0.0373
2024-08-08,Ethereum,1239.3329,1692866845.81,580319178505.49,0.03,6914,0.0929
2024-08-09,Ethereum,1246.0412,4967234616.72,171272297265.0,-0.11,38136,0.0389
2024-08-10,Ethereum,1287.2518,1352110781.82,620487912323.21,0.6,12179,0.0327
2024-08-11,Ethereum,1257.8001,4500333585.29,433149317157.58,0.51,21472,0.0581
2024-08-12,Ethereum,1268.1983,2195832215.54,127463098480.99,0.39,13076,0.0841
2024-08-13,Ethereum,1230.9688,2375297354.86,563294875421.72,0.02,25783,0.0193
2024-08-14,Ethereum,1376.014,4874568117.71,424754497215.58,0.3,47716,0.0949
2024-08-15,Ethereum,1327.1455,6598267067.04,272154922892.35,-0.61,14824,0.0816
2024-08-16,Ethereum,1291.2779,5308275431.28,525436038811.62,-0.06,5299,0.0263
2024-08-17,Ethereum,1338.1589,2546996179.42,629826199259.25,-0.25,47888,0.0741
2024-08-18,Ethereum,1316.5094,2243462322.67,386364336517.6,0.16,9118,0.0446
2024-08-19,Ethereum,1364.3274,6091628432.46,308640044273.69,0.18,11756,0.0462
2024-08-20,Ethereum,1374.0427,3815353435.33,571021968974.84,0.52,8953,0.0805
2024-08-21,Ethereum,1353.2567,2095127246.25,504377999542.12,-0.18,38552,0.0967
2024-08-22,Ethereum,1313.8631,5845174372.96,598465965695.7,0.13,16185,0.0214
2024-08-23,Ethereum,1273.7201,5431612914.41,480199606510.29,0.05,42792,0.0479
2024-08-24,Ethereum,1255.0055,6194237125.94,247752313219.18,-0.57,15674,0.0533
2024-08-25,Ethereum,1247.5058,5787147803.69,589650696985.55,-0.44,45476,0.0439
2024-08-26,Ethereum,1207.2422,5320511249.26,171349077805.99,-0.28,34927,0.0427
2024-08-27,Ethereum,1203.1747,1456199393.15,249270236956.94,0.63,1386,0.0147
2024-08-28,Ethereum,1151.7214,1632751009.84,354819833382.68,-0.52,27617,0.0717
2024-08-29,Ethereum,1187.6966,3890814180.84,387541608303.76,0.58,8192,0.0493
2024-08-30,Ethereum,1233.8914,3857042234.46,130945785539.06,0.96,11745,0.0275
2024-08-31,Ethereum,1200.3629,3399251126.21,494824508842.79,0.39,31020,0.0834
2024-09-01,Ethereum,1165.0639,3014203646.92,285024649796.13,-0.33,43678,0.0822
2024-09-02,Ethereum,1174.5204,3200382361.78,308390778951.26,0.72,22159,0.0538
2024-09-03,Ethereum,1235.1428,4047799843.15,523389074615.65,-0.12,4409,0.0369
2024-09-04,Ethereum,1309.8276,1320707161.44,329701112164.39,0.41,26745,0.0674
2024-09-05,Ethereum,1237.6434,2528301417.03,147143365158.23,0.38,46948,0.0359
2024-09-06,Ethereum,1288.6989,3960325004.61,219820989735.29,0.54,30455,0.0312
2024-09-07,Ethereum,1286.8147,5004247777.66,620709560223.12,0.03,39910,0.0757
2024-09-08,Ethereum,1285.9299,2181743054.91,164807531441.1,-0.12,39735,0.0136
2024-09-09,Ethereum,1313.1768,4185783467.52,317752646603.76,0.09,30166,0.0185
2024-09-10,Ethereum,1289.2267,4973628646.43,388407472466.8,0.07,40973,0.0106
2024-09-11,Ethereum,1347.0717,3742853154.19,400501039277.78,0.14,29072,0.0238
2024-09-12,Ethereum,1425.146,1579524262.1,144771997384.66,1.0,49774,0.0162
2024-09-13,Ethereum,1509.8729,4223224083.03,453664091430.43,1.0,13109,0.0996
2024-09-14,Ethereum,1400.0197,3060134356.0,354917561869.9,0.27,46802,0.036
2024-09-15,Ethereum,1388.5587,6552050891.33,678771556146.93,0.01,3484,0.0234
2024-09-16,Ethereum,1282.46,1921706739.13,209892064498.31,0.02,35622,0.0317
2024-09-17,Ethereum,1244.4848,4492470518.76,300744291431.08,0.53,45399,0.0943
2024-09-18,Ethereum,1126.3833,1363913920.5,301637097599.32,0.13,3597,0.0568
2024-09-19,Ethereum,1147.7966,3196248148.32,294154336405.25,0.13,41597,0.0428
2024-09-20,Ethereum,1159.0133,3727291594.96,424584034863.77,-0.31,41954,0.0886
2024-09-21,Ethereum,1140.1167,2498930209.79,212295587882.49,-0.48,4983,0.0455
2024-09-22,Ethereum,1105.1767,3116932775.45,208246929631.18,0.1,40452,0.0402
2024-09-23,Ethereum,1120.1643,1852992847.98,438750873099.76,0.4,44151,0.0287
2024-09-24,Ethereum,1075.9661,2384874006.04,322914878450.36,0.41,18040,0.044
2024-09-25,Ethereum,1030.5835,3590991298.85,274199391830.61,-0.33,45772,0.0385
2024-09-26,Ethereum,982.0465,2167573238.63,164670754690.52,-0.52,31554,0.071
2024-09-27,Ethereum,975.0213,4484095911.38,170639342669.0,-0.04,28916,0.0361
2024-09-28,Ethereum,953.2858,3349491583.4,99352072176.32,-0.15,45871,0.0619
2024-09-29,Ethereum,939.5876,2588184199.45,128319949740.66,-0.4,27372,0.0159
2024-09-30,Ethereum,960.1385,1108986657.02,309870772474.59,0.48,40080,0.0272
2024-10-01,Ethereum,998.0946,2992480621.07,455878967743.32,0.36,41706,0.0467
2024-10-02,Ethereum,1057.0014,4290479591.91,227113561257.34,0.73,43722,0.0943
2024-10-03,Ethereum,1060.601,2187203586.5,245103710903.48,-0.02,30048,0.044
2024-10-04,Ethereum,1076.4077,4550076916.58,157416280761.73,-0.0,20669,0.0698
2024-10-05,Ethereum,1085.6152,2179076120.92,277322973264.69,0.16,10777,0.033
2024-10-06,Ethereum,1013.9999,4355114987.51,116497113689.4,0.31,37331,0.0214
2024-10-07,Ethereum,1000.019,1341098852.58,467049154270.1,-0.52,21968,0.0153
2024-10-08,Ethereum,986.4148,4404080594.97,364228284553.22,0.48,38809,0.0375
2024-10-09,Ethereum,967.2463,2898591284.88,480043877082.11,-0.12,12292,0.0242
2024-10-10,Ethereum,966.6296,2113197663.6,438008163775.88,0.61,41794,0.0257
2024-10-11,Ethereum,959.11,1976201040.01,277370997937.76,0.5,14923,0.0785
2024-10-12,Ethereum,922.2293,2515880365.68,283930421937.35,-0.24,28703,0.0114
2024-10-13,Ethereum,917.5803,4584412676.37,161705554153.42,0.38,19657,0.0602
2024-10-14,Ethereum,895.0426,1683852294.44,254922230323.09,-0.42,4629,0.0442
2024-10-15,Ethereum,802.1643,1133351184.44,369967132146.35,0.15,3114,0.0556
2024-10-16,Ethereum,758.1393,2532292043.86,91235526308.33,-0.25,35445,0.0607
2024-10-17,Ethereum,761.5939,2249877620.52,339231207966.12,0.12,36862,0.0382
2024-10-18,Ethereum,795.6186,2463859686.03,188067615336.99,0.64,26574,0.0366
2024-10-19,Ethereum,719.1691,2637726326.22,330677605506.58,0.09,33349,0.076
2024-10-20,Ethereum,694.8499,1437349977.35,330993103494.25,-0.36,23257,0.0884
2024-10-21,Ethereum,707.5366,3284851647.41,260618227751.91,0.45,36052,0.0273
2024-10-22,Ethereum,733.0983,2010660122.88,268145011873.32,0.19,38820,0.0188
2024-10-23,Ethereum,721.512,1094060990.98,202818281694.46,-0.1,18973,0.0908
2024-10-24,Ethereum,702.5281,2788471073.74,305049008172.66,0.27,26737,0.0415
2024-10-25,Ethereum,737.5059,2634678845.46,357428613373.22,0.25,13047,0.0596
2024-10-26,Ethereum,761.7283,1723771058.45,312333530044.24,0.11,23113,0.0424
2024-10-27,Ethereum,788.6514,2749297825.26,275061648106.26,0.76,1694,0.0213
2024-10-28,Ethereum,774.6745,1455960251.75,265494233654.28,-0.46,16588,0.063
2024-10-29,Ethereum,809.9592,2251166032.64,356210289914.98,0.61,46823,0.0573
2024-10-30,Ethereum,747.7521,3437902395.93,236649703179.26,-0.56,49848,0.0283
2024-10-31,Ethereum,782.335,1200209037.86,329788595319.32,-0.25,21067,0.0507
2024-11-01,Ethereum,781.0353,1989129690.64,237086478632.48,-0.29,7704,0.0817
2024-11-02,Ethereum,785.8445,3367005330.64,98213040123.1,0.32,41136,0.0631
2024-11-03,Ethereum,756.9174,3692215694.2,191938217554.91,0.24,2971,0.0187
2024-11-04,Ethereum,702.7516,1978740946.67,195207804752.19,-0.83,48361,0.0593
2024-11-05,Ethereum,706.4819,2139226264.53,110668205614.3,-0.43,41823,0.0732
